PID,ID,app_dt,target,Org_class_new,Org_new,perf_type,mob,threshold_dpd,observe_month,sample_flag,channel_new,ind
10000786,2358,20240821,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10000786,2358,20240821,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000786,2358,20240821,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000786,2359,20250602,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10000786,2359,20250602,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10000786,2359,20250602,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10000786,2360,20240810,-2,Rate24,分期乐,dpd,9,60,9,mob9_dpd60,小程序,分期乐#mob9_dpd60#小程序
10000786,2360,20240810,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000786,2360,20240810,-2,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10000787,2361,20250619,1,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,小程序,零钱罐#mob3_dpd60#小程序
10000787,2361,20250619,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10000787,2362,20250923,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000787,2362,20250923,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,京东白条,百信银行#mob9_dpd60#京东白条
10000787,2362,20250923,-2,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,小程序,零钱罐#mob6_dpd60#小程序
10000787,2363,20260217,1,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000787,2363,20260217,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000787,2363,20260217,0,Rate24,分期乐,fpd,,30,,fpd30,小程序,分期乐#fpd30#小程序
10000788,2364,20240524,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10000788,2364,20240524,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,api,分期乐#mob6_dpd60#api
10000788,2365,20250908,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,京东白条,微众银行#mob3_dpd60#京东白条
10000788,2366,20240505,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,京东白条,百信银行#mob3_dpd30#京东白条
10000789,2367,20241103,0,Rate24,分期乐,dpd,9,60,9,mob9_dpd60,小程序,分期乐#mob9_dpd60#小程序
10000789,2367,20241103,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,api,零钱罐#mob6_dpd30#api
10000789,2367,20241103,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000789,2368,20240717,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000789,2369,20240619,-2,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,小程序,分期乐#mob9_dpd30#小程序
10000790,2370,20240708,0,Rate24,分期乐,fpd,,60,,fpd60,小程序,分期乐#fpd60#小程序
10000790,2371,20240422,1,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000790,2371,20240422,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000790,2371,20240422,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,api,百信银行#mob6_dpd30#api
10000790,2372,20251021,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,api,百信银行#mob3_dpd60#api
10000791,2373,20240411,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000791,2374,20241207,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000791,2375,20250721,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000792,2376,20260219,0,Bank,微众银行,dpd,6,30,6,mob6_dpd30,京东白条,微众银行#mob6_dpd30#京东白条
10000792,2377,20251105,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,api,微众银行#mob9_dpd30#api
10000792,2378,20240608,0,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000792,2378,20240608,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000793,2379,20260214,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10000793,2379,20260214,0,Bank,百信银行,fpd,,60,,fpd60,api,百信银行#fpd60#api
10000793,2380,20250615,-2,Bank,微众银行,dpd,6,30,6,mob6_dpd30,京东白条,微众银行#mob6_dpd30#京东白条
10000793,2380,20250615,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000793,2380,20250615,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10000793,2381,20240705,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000794,2382,20250127,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000794,2382,20250127,-2,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000794,2383,20260111,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,api,分期乐#mob12_dpd60#api
10000794,2383,20260111,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,h5,美团月付#mob9_dpd60#h5
10000794,2384,20241211,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,api,分期乐#mob12_dpd30#api
10000795,2385,20240702,1,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000795,2385,20240702,1,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,api,分期乐#mob12_dpd30#api
10000795,2385,20240702,1,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10000795,2386,20251225,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000795,2386,20251225,0,Rate24,零钱罐,fpd,,60,,fpd60,api,零钱罐#fpd60#api
10000795,2386,20251225,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000795,2387,20260107,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,api,分期乐#mob12_dpd60#api
10000795,2387,20260107,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,api,百信银行#mob3_dpd30#api
10000795,2387,20260107,0,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,api,零钱罐#mob9_dpd30#api
10000796,2388,20260228,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000796,2388,20260228,0,Bank,微众银行,dpd,12,30,12,mob12_dpd30,京东白条,微众银行#mob12_dpd30#京东白条
10000796,2389,20260114,1,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000796,2389,20260114,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,api,零钱罐#mob9_dpd60#api
10000796,2390,20251125,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10000796,2390,20251125,0,Bank,微众银行,dpd,12,30,12,mob12_dpd30,api,微众银行#mob12_dpd30#api
10000796,2390,20251125,0,Bank,百信银行,dpd,12,60,12,mob12_dpd60,api,百信银行#mob12_dpd60#api
10000797,2391,20250106,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000797,2391,20250106,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10000797,2391,20250106,0,Rate24,零钱罐,fpd,,60,,fpd60,小程序,零钱罐#fpd60#小程序
10000797,2392,20240705,0,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,小程序,分期乐#mob9_dpd30#小程序
10000797,2392,20240705,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10000797,2392,20240705,1,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10000797,2393,20250523,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000797,2393,20250523,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,api,分期乐#mob12_dpd60#api
10000798,2394,20240823,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000798,2395,20250216,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000798,2396,20250601,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000799,2397,20260127,1,Bank,微众银行,dpd,12,30,12,mob12_dpd30,api,微众银行#mob12_dpd30#api
10000799,2398,20240912,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10000799,2398,20240912,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,小程序,分期乐#mob12_dpd60#小程序
10000799,2399,20240927,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000799,2399,20240927,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000800,2400,20250825,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000800,2400,20250825,0,Rate24,分期乐,fpd,,60,,fpd60,api,分期乐#fpd60#api
10000800,2400,20250825,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000800,2401,20240324,0,Bank,百信银行,fpd,,60,,fpd60,京东白条,百信银行#fpd60#京东白条
10000800,2401,20240324,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,京东白条,百信银行#mob9_dpd60#京东白条
10000800,2402,20250420,1,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,小程序,零钱罐#mob12_dpd60#小程序
10000800,2402,20250420,1,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000801,2403,20250819,1,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,api,零钱罐#mob9_dpd30#api
10000801,2404,20250415,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,小程序,分期乐#mob12_dpd60#小程序
10000801,2404,20250415,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10000801,2404,20250415,-2,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10000801,2405,20241201,0,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,api,分期乐#mob6_dpd30#api
10000801,2405,20241201,1,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,小程序,零钱罐#mob9_dpd60#小程序
10000801,2405,20241201,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000802,2406,20251011,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10000802,2406,20251011,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10000802,2407,20241121,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,api,零钱罐#mob6_dpd60#api
10000802,2407,20241121,0,Bank,百信银行,dpd,12,60,12,mob12_dpd60,京东白条,百信银行#mob12_dpd60#京东白条
10000802,2407,20241121,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000802,2408,20250823,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10000802,2408,20250823,0,Bank,微众银行,dpd,9,60,9,mob9_dpd60,京东白条,微众银行#mob9_dpd60#京东白条
10000802,2408,20250823,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,小程序,零钱罐#mob9_dpd60#小程序
10000803,2409,20250216,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000803,2409,20250216,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10000803,2409,20250216,-2,Bank,百信银行,fpd,,60,,fpd60,api,百信银行#fpd60#api
10000803,2410,20240320,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000803,2411,20250301,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,京东白条,百信银行#mob6_dpd30#京东白条
10000803,2411,20250301,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,api,百信银行#mob3_dpd60#api
10000804,2412,20240414,1,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000804,2412,20240414,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,小程序,分期乐#mob12_dpd30#小程序
10000804,2412,20240414,1,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10000804,2413,20260115,1,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000804,2413,20260115,1,Bank,微众银行,dpd,6,30,6,mob6_dpd30,api,微众银行#mob6_dpd30#api
10000804,2414,20250525,0,Bank,百信银行,dpd,12,60,12,mob12_dpd60,api,百信银行#mob12_dpd60#api
10000804,2414,20250525,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,api,分期乐#mob6_dpd60#api
10000804,2414,20250525,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10000805,2415,20241109,-2,Rate24,分期乐,fpd,,30,,fpd30,小程序,分期乐#fpd30#小程序
10000805,2416,20250207,1,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10000805,2416,20250207,-2,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000805,2416,20250207,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10000805,2417,20250510,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000806,2418,20240905,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10000806,2418,20240905,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10000806,2418,20240905,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10000806,2419,20240916,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,京东白条,百信银行#mob9_dpd60#京东白条
10000806,2419,20240916,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,小程序,零钱罐#mob12_dpd60#小程序
10000806,2419,20240916,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,h5,美团月付#mob3_dpd60#h5
10000806,2420,20250118,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000807,2421,20240923,-2,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10000807,2421,20240923,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000807,2421,20240923,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000807,2422,20250928,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,小程序,零钱罐#mob6_dpd60#小程序
10000807,2423,20240503,-2,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10000807,2423,20240503,0,Bank,微众银行,dpd,6,30,6,mob6_dpd30,京东白条,微众银行#mob6_dpd30#京东白条
10000807,2423,20240503,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,api,零钱罐#mob6_dpd30#api
10000808,2424,20251007,0,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000808,2425,20241109,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000808,2425,20241109,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,api,百信银行#mob6_dpd30#api
10000808,2425,20241109,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000808,2426,20250407,1,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,api,零钱罐#mob9_dpd60#api
10000808,2426,20250407,-2,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,api,零钱罐#mob6_dpd60#api
10000808,2426,20250407,1,Rate24,分期乐,dpd,3,60,3,mob3_dpd60,小程序,分期乐#mob3_dpd60#小程序
10000809,2427,20240624,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000809,2427,20240624,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000809,2428,20241204,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10000809,2428,20241204,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,京东白条,微众银行#mob3_dpd60#京东白条
10000809,2428,20241204,0,Rate24,分期乐,fpd,,30,,fpd30,小程序,分期乐#fpd30#小程序
10000809,2429,20250901,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10000809,2429,20250901,0,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,api,零钱罐#mob3_dpd60#api
10000810,2430,20240925,-2,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10000810,2430,20240925,1,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000810,2430,20240925,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10000810,2431,20240627,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10000810,2431,20240627,0,Rate24,分期乐,dpd,9,60,9,mob9_dpd60,api,分期乐#mob9_dpd60#api
10000810,2432,20250307,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000811,2433,20240610,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,api,百信银行#mob6_dpd30#api
10000811,2434,20241015,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,api,百信银行#mob3_dpd60#api
10000811,2434,20241015,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000811,2435,20250115,0,Bank,百信银行,dpd,6,60,6,mob6_dpd60,京东白条,百信银行#mob6_dpd60#京东白条
10000812,2436,20250428,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10000812,2437,20250612,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000812,2438,20250701,-2,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000812,2438,20250701,-2,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,小程序,零钱罐#mob12_dpd60#小程序
10000813,2439,20251112,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,api,分期乐#mob6_dpd60#api
10000813,2439,20251112,1,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000813,2439,20251112,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10000813,2440,20240416,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000813,2441,20241115,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10000813,2441,20241115,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000814,2442,20240315,1,Bank,百信银行,dpd,12,30,12,mob12_dpd30,京东白条,百信银行#mob12_dpd30#京东白条
10000814,2442,20240315,0,Rate24,零钱罐,fpd,,30,,fpd30,api,零钱罐#fpd30#api
10000814,2443,20240326,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000814,2443,20240326,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000814,2444,20240823,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,小程序,分期乐#mob12_dpd60#小程序
10000815,2445,20250508,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,小程序,零钱罐#mob6_dpd60#小程序
10000815,2445,20250508,0,Rate24,分期乐,fpd,,30,,fpd30,api,分期乐#fpd30#api
10000815,2445,20250508,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10000815,2446,20251210,1,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,api,分期乐#mob9_dpd30#api
10000815,2446,20251210,1,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,api,分期乐#mob6_dpd30#api
10000815,2446,20251210,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000815,2447,20250919,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10000816,2448,20250612,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000816,2448,20250612,1,Bank,百信银行,dpd,6,60,6,mob6_dpd60,api,百信银行#mob6_dpd60#api
10000816,2449,20250912,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000816,2450,20240705,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000817,2451,20251108,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,api,微众银行#mob12_dpd60#api
10000817,2452,20251221,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10000817,2453,20240524,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000818,2454,20250222,0,Bank,百信银行,fpd,,60,,fpd60,京东白条,百信银行#fpd60#京东白条
10000818,2454,20250222,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,京东白条,百信银行#mob6_dpd30#京东白条
10000818,2455,20251009,-2,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10000818,2456,20250204,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000818,2456,20250204,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,api,微众银行#mob12_dpd60#api
10000819,2457,20251105,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000819,2457,20251105,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,小程序,分期乐#mob3_dpd30#小程序
10000819,2458,20260112,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10000819,2458,20260112,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000819,2459,20250215,0,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10000819,2459,20250215,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,小程序,零钱罐#mob9_dpd60#小程序
10000819,2459,20250215,-2,Rate24,零钱罐,fpd,,60,,fpd60,小程序,零钱罐#fpd60#小程序
10000820,2460,20240426,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,api,分期乐#mob12_dpd60#api
10000820,2461,20241126,0,Rate24,零钱罐,fpd,,30,,fpd30,api,零钱罐#fpd30#api
10000820,2461,20241126,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10000820,2461,20241126,1,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10000820,2462,20240801,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10000820,2462,20240801,0,Rate36,美团月付,fpd,,30,,fpd30,api,美团月付#fpd30#api
10000821,2463,20250220,0,Rate24,分期乐,fpd,,30,,fpd30,api,分期乐#fpd30#api
10000821,2463,20250220,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,小程序,分期乐#mob3_dpd30#小程序
10000821,2464,20250509,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000821,2465,20250206,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10000822,2466,20240716,0,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,api,零钱罐#mob3_dpd60#api
10000822,2466,20240716,-2,Rate24,分期乐,fpd,,60,,fpd60,api,分期乐#fpd60#api
10000822,2467,20241001,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,h5,美团月付#mob9_dpd60#h5
10000822,2468,20250710,1,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,小程序,零钱罐#mob3_dpd30#小程序
10000822,2468,20250710,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000823,2469,20240316,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,京东白条,微众银行#mob3_dpd60#京东白条
10000823,2469,20240316,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000823,2470,20240808,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000823,2470,20240808,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10000823,2470,20240808,0,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,小程序,零钱罐#mob9_dpd30#小程序
10000823,2471,20251217,0,Rate24,分期乐,dpd,3,60,3,mob3_dpd60,api,分期乐#mob3_dpd60#api
10000824,2472,20240513,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000824,2472,20240513,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000824,2473,20241223,0,Bank,百信银行,fpd,,30,,fpd30,京东白条,百信银行#fpd30#京东白条
10000824,2473,20241223,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,京东白条,百信银行#mob12_dpd30#京东白条
10000824,2474,20240706,0,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000824,2474,20240706,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,小程序,分期乐#mob12_dpd30#小程序
10000824,2474,20240706,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
